,Zone,Année,Qte pesticide(kg/ha),Rendement(hg/ha),Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O,rainfall,Temperature
302,Madagascar,1992,0.03,200133,1.17,0.49,0.63,119.69584444444449,21.965155555555558
303,Madagascar,1993,0.03,195363,1.71,0.45,1.01,128.03740333333334,21.924788888888887
304,Madagascar,1994,0.02,195051,1.73,0.76,0.75,113.93216666666667,22.31356666666667
305,Madagascar,1995,0.02,193965,2.22,0.77,0.61,124.47582222222223,22.128300000000007
306,Madagascar,1996,0.04,192186,2.56,1.33,0.9,138.82648888888892,21.97221111111111
307,Madagascar,1997,0.04,193128,1.04,0.86,0.82,125.44313333333334,22.12603333333333
308,Madagascar,1998,0.03,192405,1.03,0.78,0.67,141.93527777777774,22.54217777777778
309,Madagascar,1999,0.01,191886,1.23,0.65,0.37,106.19968888888887,22.018222222222217
310,Madagascar,2000,0.04,191457,1.08,0.85,0.67,97.12347777777778,22.20264444444444
311,Madagascar,2001,0.02,190194,0.9,0.8,0.85,116.4853333333333,22.33003333333333
312,Madagascar,2002,0.07,190596,0.76,0.5,0.5,112.57817777777777,22.16624444444444
313,Madagascar,2003,0.04,191199,1.32,0.27,0.37,131.50198888888892,22.295822222222217
314,Madagascar,2004,0.02,190239,0.81,0.53,0.54,117.0444222222222,22.03896666666667
315,Madagascar,2005,0.03,190362,2.07,1.27,1.3,108.16675555555555,22.390911111111112
316,Madagascar,2006,0.03,187578,1.06,0.57,0.47,112.12792222222221,22.267166666666665
317,Madagascar,2007,0.03,179646,1.25,0.71,0.72,107.40343333333334,22.478011111111112
318,Madagascar,2008,0.03,182172,2.08,0.66,0.82,114.70032222222223,21.980988888888888
319,Madagascar,2009,0.04,180405,1.23,0.45,0.49,114.9099222222222,22.44641111111111
320,Madagascar,2010,0.07,169635,1.27,0.57,0.64,113.54527777777777,22.818844444444448
321,Madagascar,2011,0.09000000000000001,184674,2.41,0.47,0.63,112.06378888888888,22.54656666666667
322,Madagascar,2012,0.11,196710,4.68,0.63,0.56,112.57718888888887,22.38354444444445
323,Madagascar,2013,0.14,195381,2.85,0.62,0.53,123.98491111111113,22.29545555555556
324,Madagascar,2014,0.13,190542,5.09,1.11,1.08,117.46261111111113,22.546388888888888
325,Madagascar,2015,0.11,188250,4.57,0.74,0.97,105.70664444444445,22.54642222222223
326,Madagascar,2016,0.14,189270,2.59,1.2,1.2,109.89034222222219,22.387888888888888
327,Malawi,1991,0.07,3830070,18.55,6.45,3.23,88.09148444444445,21.423600000000004
328,Malawi,1992,0.07,5140641,21.32,5.76,3.29,52.96411888888888,21.85183333333334
329,Malawi,1993,0.07,4812174,19.75,8.64,2.06,86.14382999999998,21.436955555555556
330,Malawi,1994,0.08,5383257,4.06,3.24,2.24,70.36384999999999,21.5567
331,Malawi,1995,0.07,5300670,11.61,4.25,2.06,71.76765999999998,21.84875555555555
332,Malawi,1996,0.07,5447271,14.98,5.65,2.37,95.15398666666668,21.362544444444445
333,Malawi,1997,0.07,6309420,15.97,4.88,1.16,88.89419666666666,21.656744444444445
334,Malawi,1998,0.05000000000000001,6441540,12.75,4.36,1.28,70.43557888888887,21.975388888888887
335,Malawi,1999,0.04,6573639,10.6,5.87,1.24,112.53979777777779,21.33918888888889
336,Malawi,2000,0.07,7255278,12.01,3.96,1.31,78.07679777777777,21.489966666666664
337,Malawi,2001,0.06,7612143,5.63,1.81,1.78,98.28036555555555,21.522777777777772
338,Malawi,2002,0.04,8028801,20.16,6.05,2.21,79.54927333333333,21.74191111111111
339,Malawi,2003,0.03,8455332,19.49,6.6,3.7,92.20077555555555,21.7728
340,Malawi,2004,0.02,8821557,22.88,7.59,2.51,90.28620333333332,21.586877777777783
341,Malawi,2005,0.09000000000000001,9225450,19.87,5.91,3.52,54.54518777777778,22.344244444444445
342,Malawi,2006,0.06,9758649,24.15,6.99,4.23,62.42462333333332,21.72657777777778
343,Malawi,2007,0.17,9974649,26.9,8.09,4.93,82.55880666666665,21.790722222222218
344,Malawi,2008,0.17,10157697,27.39,3.48,2.68,80.774,21.32485555555556
345,Malawi,2009,0.20000000000000004,11019168,19.82,5.67,4.21,87.06225777777777,21.666466666666665
346,Malawi,2010,0.15,11386260,25.17,4.61,4.35,79.46327333333333,22.117711111111113
347,Malawi,2011,0.15,11391996,22.74,3.74,1.97,103.19198888888891,21.52915555555556
348,Malawi,2012,0.21,11483025,15.64,5.49,3.61,83.08476666666667,21.279122222222227
349,Malawi,2013,0.4000000000000001,12252144,15.68,6.81,5.17,86.83083111111111,21.561855555555557
350,Malawi,2014,0.62,12668952,31.13,3.07,3.48,89.0999388888889,21.6092
351,Malawi,2015,0.62,13601166,28.8,7.04,4.57,65.15915444444444,21.884477777777782
352,Malawi,2016,0.62,12928536,16.65,3.79,2.77,78.49718444444444,21.84458888888889
353,Maldives,2004,4.4,240000,2.0,0.7,0.4,182.22222222222226,28.4
354,Maldives,2005,5.5,249999,4.25,3.13,3.75,182.22222222222226,28.655555555555548
355,Maldives,2006,6.29,300000,17.0,16.86,16.57,182.22222222222226,28.377777777777773
356,Maldives,2007,4.193333333333333,160000,36.57,0.86,0.0,182.22222222222226,28.444444444444446
357,Maldives,2008,4.193333333333333,171582,9.14,0.43,0.0,182.22222222222226,28.044444444444448
358,Maldives,2009,6.29,260124,20.14,17.86,18.29,182.22222222222226,28.46666666666667
359,Maldives,2010,6.38,261423,18.41,17.39,17.54,182.22222222222226,28.711111111111112
360,Maldives,2011,6.38,264966,10.14,6.09,4.49,182.22222222222226,28.36666666666667
361,Maldives,2012,9.57,300000,43.89,16.03,16.27,182.22222222222226,28.52222222222223
362,Maldives,2013,34.2,240000,37.17,36.2,36.01,182.22222222222226,28.43333333333333
363,Mali,1991,0.04666666666666667,48370,4.44,2.57,0.0,31.331958888888888,29.466922222222234
364,Mali,1992,0.04,73128,4.78,6.07,1.34,30.37502333333333,29.002622222222232
365,Mali,1993,0.03,74349,3.82,3.18,0.96,29.773974444444452,29.56806666666667
366,Mali,1994,0.03,75882,3.69,1.85,2.15,37.885983333333336,28.97226666666667
367,Mali,1995,0.02,77718,3.51,2.34,2.05,31.94971888888889,29.32974444444445
368,Mali,1996,0.02,79227,2.58,1.87,1.42,29.96556888888889,29.86817777777777
369,Mali,1997,0.01,80793,5.51,2.58,2.19,29.935897777777786,29.591422222222228
370,Mali,1998,0.01,82008,3.74,3.4,2.73,34.714221111111115,30.091600000000003
371,Mali,1999,0.01,86664,3.89,3.46,3.35,39.87639444444445,29.280622222222217
372,Mali,2000,0.01,84024,2.76,2.95,2.95,30.543944444444453,29.72962222222223
373,Mali,2001,0.01,78135,3.02,3.02,3.02,31.15239666666667,29.66544444444445
374,Mali,2002,0.01,90474,10.45,3.76,3.67,24.990405555555558,29.945755555555554
375,Mali,2003,0.01,80526,7.33,2.77,2.45,39.37680666666667,29.860677777777767
376,Mali,2004,0.01,94596,9.04,3.29,3.53,31.98163777777777,29.811933333333336
377,Mali,2005,0.0,81909,8.77,2.88,2.89,34.64275222222222,30.1601
378,Mali,2006,0.0,150957,10.7,3.29,3.39,32.19536,29.932566666666666
379,Mali,2007,0.0,199308,6.19,2.6,4.4,33.16019222222222,29.83472222222223
380,Mali,2008,0.0,246744,11.01,1.18,5.55,35.42593111111111,29.339522222222218
381,Mali,2009,0.0,298107,10.36,2.8,4.07,33.866227777777766,30.05431111111111
382,Mali,2010,0.0,365040,10.55,4.5,3.02,40.92455888888888,30.459344444444447
383,Mali,2011,0.0,366084,7.97,0.87,0.0,30.72264555555555,30.1337
384,Mali,2012,0.0,422859,8.44,0.0,0.0,39.433786666666656,29.3655
385,Mali,2013,0.0,532017,11.36,1.9,0.99,34.113507777777784,29.943811111111113
386,Mali,2014,0.0,475746,13.7,4.31,2.55,33.34954666666667,29.830444444444453
387,Mali,2015,0.0,443844,16.04,6.72,4.11,33.34218444444444,30.068911111111113
388,Mali,2016,0.0,527958,18.38,9.12,5.66,35.507651111111116,30.059077777777773
389,Mozambique,1991,0.03,132543,0.56,0.46,0.35,81.45839333333333,23.352622222222227
390,Mozambique,1992,0.03,143199,0.8,0.32,0.19,49.92250444444446,23.791077777777783
391,Mozambique,1993,0.03,145809,0.53,0.05,0.27,84.26587111111112,23.483
392,Mozambique,1994,0.03,144546,1.32,0.08,0.26,67.89063666666668,23.234977777777782
393,Mozambique,1995,0.02,146310,1.29,0.08,0.64,65.24802333333335,23.639988888888887
394,Mozambique,1996,0.02,146616,1.76,0.08,0.2,92.36956444444445,23.176388888888887
395,Mozambique,1997,0.01,148053,0.36,0.63,0.58,92.55971333333332,23.366177777777782
396,Mozambique,1998,0.01,147102,0.9,0.38,0.61,75.03645888888889,23.865588888888887
397,Mozambique,1999,0.0033333333333333327,50113,1.91,0.0,0.0,102.90401222222224,23.319977777777773
398,Mozambique,2000,0.01,146883,2.34,0.82,0.29,97.15083444444444,23.29572222222223
399,Mozambique,2001,0.01,140469,3.76,0.47,1.62,93.46789888888887,23.52543333333333
400,Mozambique,2002,0.01,137469,3.77,0.43,1.47,69.71175555555557,23.65501111111111
401,Mozambique,2003,0.06,138876,0.39,0.29,0.02,84.2351188888889,23.66881111111111
402,Mozambique,2004,0.12,135546,0.7,0.72,0.72,87.33497888888887,23.518711111111113
403,Mozambique,2005,0.15,132885,1.22,0.08,0.06,47.967808888888904,24.31525555555556
404,Mozambique,2006,0.17,133263,3.33,0.55,0.53,66.53706444444445,23.595922222222217
405,Mozambique,2007,0.10000000000000002,129717,2.1,0.2,0.24,75.7795088888889,23.7693
406,Mozambique,2008,0.16,132828,7.41,1.83,1.67,72.40364444444444,23.366155555555554
407,Mozambique,2009,0.16,136713,2.62,0.81,0.41,71.33180666666667,23.60477777777778
408,Mozambique,2010,0.20000000000000004,139350,7.29,0.43,0.06,77.2125977777778,24.024455555555555
409,Mozambique,2011,0.13,138615,5.48,1.25,0.25,89.11200444444445,23.53538888888889
410,Mozambique,2012,0.13,138759,4.0,0.61,0.73,79.78415222222222,23.353877777777768
411,Mozambique,2013,0.13,138018,4.48,0.44,0.7,77.94534333333334,23.514922222222218
412,Mozambique,2014,0.13,291495,5.64,0.97,0.55,81.89884555555554,23.61141111111111
413,Mozambique,2015,0.13,294279,2.03,0.92,1.02,62.99458777777776,23.86534444444445
414,Mozambique,2016,0.13,136335,3.23,0.41,0.7,65.14183777777778,23.78471111111111
415,Nicaragua,1991,0.3800000000000001,141648,17.49,4.13,1.33,171.73106666666666,25.281255555555553
416,Nicaragua,1992,0.3800000000000001,139662,17.05,0.26,3.21,161.29394444444446,25.30968888888889
417,Nicaragua,1993,0.42,95302,13.46,3.85,0.0,225.68362222222217,25.1219
418,Nicaragua,1994,0.51,143667,6.9,4.73,2.3,139.12993333333333,25.349944444444446
419,Nicaragua,1995,0.47,144474,13.37,1.6,1.6,216.46536666666668,25.293677777777773
420,Nicaragua,1996,1.09,144672,13.79,5.64,2.22,239.34132222222217,24.91723333333333
421,Nicaragua,1997,1.62,142476,10.09,4.49,3.43,137.08602222222223,25.504466666666666
422,Nicaragua,1998,2.15,141303,10.78,4.43,3.79,182.9899555555556,25.795866666666665
423,Nicaragua,1999,1.97,140844,9.72,4.52,3.03,211.4595,24.93691111111111
424,Nicaragua,2000,1.83,128961,6.6,4.97,1.86,172.29059999999996,24.966022222222218
425,Nicaragua,2001,1.66,134340,5.52,1.04,2.35,141.14744444444446,25.44936666666667
426,Nicaragua,2002,2.52,123120,15.54,6.34,3.18,165.71043333333338,25.678777777777782
427,Nicaragua,2003,2.42,126588,15.8,8.66,3.72,176.29374444444446,25.79008888888889
428,Nicaragua,2004,2.06,128835,15.03,7.13,6.79,232.52331111111116,25.541200000000003
429,Nicaragua,2005,4.1,130356,15.55,4.76,4.24,195.74204444444447,25.588477777777783
430,Nicaragua,2006,3.2000000000000006,130257,19.85,3.03,5.35,199.69617777777782,25.47793333333333
431,Nicaragua,2007,4.7,130218,19.99,6.54,0.51,185.50554444444447,25.466677777777782
432,Nicaragua,2008,5.1,132603,17.1,5.22,0.78,224.57014444444445,25.50634444444444
433,Nicaragua,2009,4.83,135414,24.31,3.23,1.89,165.2426044444444,25.67791111111111
434,Nicaragua,2010,6.7,135180,21.83,1.87,5.43,235.2711888888889,25.80896666666667
435,Nicaragua,2011,2.74,136071,30.56,8.06,4.47,170.61121111111112,25.589055555555554
436,Nicaragua,2012,2.41,138996,35.77,5.36,0.95,170.1372111111111,25.437866666666665
437,Nicaragua,2013,2.47,137490,20.27,6.75,1.9,178.67524444444447,25.45803333333333
438,Nicaragua,2014,2.47,137799,28.25,7.36,7.2,149.38173333333333,25.683266666666665
439,Nicaragua,2015,2.47,139068,31.27,9.74,7.63,143.79595555555557,25.655033333333336
440,Nicaragua,2016,2.47,140199,33.21,8.73,7.78,142.81092222222222,25.95097777777778
441,Oman,1991,0.4000000000000001,315000,60.64,18.64,22.56,5.524241111111113,25.98847777777777
442,Oman,1992,1.53,314634,60.24,18.07,18.07,15.786231111111116,25.60712222222222
443,Oman,1993,1.4400000000000002,287715,69.44,27.78,27.78,4.693389999999999,26.354744444444453
444,Oman,1994,1.11,287769,83.33,11.11,11.11,4.8991211111111115,26.294722222222227
445,Oman,1995,1.17,272727,84.51,12.68,12.68,14.573827777777774,26.26668888888889
446,Oman,1996,1.21,223077,69.11,12.68,12.68,15.632592222222222,26.2639
447,Oman,1997,4.07,210000,49.91,13.83,13.83,15.191618888888893,26.039822222222213
448,Oman,1998,4.2,214287,94.65,10.34,9.86,5.583326666666667,26.87157777777778
449,Oman,1999,2.42,213528,80.21,11.68,11.27,5.167144444444443,26.4384
450,Oman,2000,0.62,146781,54.11,13.78,10.96,2.14713,26.51574444444445
451,Oman,2001,0.9,158520,77.91,22.43,41.02,3.5617344444444448,26.5141
452,Oman,2002,1.19,148845,57.59,17.54,88.83,6.7505266666666675,26.56768888888889
453,Oman,2003,1.49,142293,23.97,19.52,43.63,6.586946666666666,26.778288888888888
454,Oman,2004,1.81,145710,83.72,17.97,96.62,7.0600588888888876,26.75783333333333
455,Oman,2005,2.32,148719,123.2,21.75,112.56,5.4998355555555545,26.39048888888889
456,Oman,2006,2.73,142854,131.2,23.44,173.57,5.897224444444443,26.659177777777767
457,Oman,2007,2.97,145809,117.36,19.02,123.0,21.84721222222223,26.962588888888888
458,Oman,2008,3.19,181317,169.53,27.0,165.57,3.6700455555555562,26.2115
459,Oman,2009,3.18,154599,113.76,22.49,79.89,5.036964444444447,26.789555555555552
460,Oman,2010,3.53,154599,132.65,26.79,96.77,5.862136666666666,27.219222222222232
461,Oman,2011,3.84,157839,124.62,18.9,70.29,5.196305555555557,26.766800000000003
462,Oman,2012,4.66,267888,137.41,20.92,84.84,3.0642666666666667,26.461622222222218
463,Oman,2013,6.41,156249,163.84,23.15,83.64,9.664271111111113,26.38733333333333
464,Oman,2014,5.96,147591,125.06,32.91,113.08,11.592905555555555,26.66925555555556
465,Oman,2015,4.01,153948,112.42,28.28,108.76,6.483811111111112,26.92007777777778
466,Oman,2016,4.08,154077,141.6,41.45,155.42,4.596021111111111,27.0331
467,Pakistan,1991,0.20000000000000004,277650,48.33,13.15,0.77,30.33016666666667,21.20595888888889
468,Pakistan,1992,0.18000000000000002,283698,53.86,16.05,0.79,38.31080777777778,20.890917777777773
469,Pakistan,1993,0.16,299904,53.96,15.1,0.75,26.17884444444445,21.824448888888888
470,Pakistan,1994,0.20000000000000004,304044,56.45,13.93,0.54,42.714322222222215,21.52232444444445
471,Pakistan,1995,0.25,303798,64.17,15.94,0.96,34.62111222222223,21.35178555555556
472,Pakistan,1996,0.3800000000000001,308955,63.68,13.46,0.27,35.71934444444444,21.530005555555555
473,Pakistan,1997,0.53,311628,65.92,17.41,0.65,35.19995111111111,21.020691111111113
474,Pakistan,1998,0.58,283476,65.86,14.64,0.67,32.21046666666667,21.859037777777786
475,Pakistan,1999,0.64,294840,69.85,18.79,0.57,25.879322222222218,22.211985555555554
476,Pakistan,2000,0.88,286557,71.44,21.3,0.72,19.790316666666673,22.107996666666665
477,Pakistan,2001,0.37,282552,71.68,20.08,0.34,23.637566666666668,22.06399111111111
478,Pakistan,2002,0.34,281157,74.8,20.3,0.64,20.229574444444445,22.242014444444447
479,Pakistan,2003,0.31,298542,77.13,21.02,0.75,40.55957777777777,21.923921111111113
480,Pakistan,2004,0.29,316497,82.79,24.51,0.85,23.94579777777778,22.689152222222226
481,Pakistan,2005,0.26,382731,91.03,28.14,1.14,34.00420999999999,21.52429888888889
482,Pakistan,2006,0.22,383574,92.15,29.12,1.17,32.63046111111111,22.478667777777773
483,Pakistan,2007,0.19000000000000006,228633,87.51,26.31,1.42,34.08557777777778,22.20632666666667
484,Pakistan,2008,0.16,345075,96.59,18.66,0.55,33.08782333333333,21.79216777777777
485,Pakistan,2009,0.13,319896,114.01,25.72,0.51,28.377455555555557,22.54573333333333
486,Pakistan,2010,0.10000000000000002,325101,108.15,25.02,1.24,41.777703333333335,22.620522222222217
487,Pakistan,2011,0.06,305739,103.03,21.11,0.91,33.73001111111111,22.146837777777773
488,Pakistan,2012,0.03,332115,91.77,21.85,0.63,26.94081555555556,21.444425555555554
489,Pakistan,2013,0.0,310137,103.57,27.99,0.63,36.23622444444445,21.9941
490,Pakistan,2014,0.0,335580,100.45,29.95,0.95,28.346677777777767,22.005112222222227
491,Pakistan,2015,0.0,372255,101.29,31.84,0.81,40.938322222222226,21.92153444444445
492,Pakistan,2016,0.0,351390,101.97,38.03,0.91,30.575617777777783,22.88152222222222
493,Panama,1991,5.06,269934,25.05,6.37,7.8,184.40571111111115,25.65863333333333
494,Panama,1992,5.01,269292,35.9,4.55,13.33,170.62866666666667,25.77628888888889
495,Panama,1993,5.01,268647,39.67,6.06,3.03,205.84203333333332,25.691455555555557
496,Panama,1994,4.98,268005,26.99,13.53,4.51,159.05874444444444,25.6089
497,Panama,1995,5.05,267360,25.5,13.74,3.05,196.2343111111111,25.712455555555554
498,Panama,1996,5.05,266718,41.83,19.08,6.72,196.5030111111111,25.397111111111112
499,Panama,1997,4.99,266073,32.32,14.26,8.3,165.84801111111108,25.76971111111111
500,Panama,1998,2.99,265431,31.7,13.69,13.95,167.58842222222222,26.24951111111111
501,Panama,1999,2.29,267360,26.03,13.24,10.74,186.4759555555556,25.237433333333332
502,Panama,2000,1.58,281532,22.01,7.93,14.93,193.48537777777776,25.149
503,Panama,2001,3.94,291672,22.6,10.03,8.62,171.28036666666668,25.640277777777772
504,Panama,2002,3.03,254685,21.43,5.85,3.99,196.03430000000003,25.919322222222217
505,Panama,2003,3.4599999999999995,256710,24.89,8.41,6.29,201.66184444444443,26.0393
506,Panama,2004,3.66,259341,21.52,3.34,7.78,219.5261888888889,25.742911111111106
507,Panama,2005,3.78,256764,22.06,2.31,2.27,171.9637,25.890933333333336
508,Panama,2006,3.73,257787,25.08,1.99,2.34,181.23527777777775,25.725811111111106
509,Panama,2007,3.1300000000000003,256227,20.29,2.56,2.9,210.0704888888889,25.72362222222223
510,Panama,2008,3.0,254625,21.61,2.44,2.99,215.16577777777775,25.3975
511,Panama,2009,2.84,255039,24.02,5.21,6.43,173.92422222222226,25.765344444444448
512,Panama,2010,2.57,256602,28.52,7.85,11.52,196.96004444444438,26.139477777777767
513,Panama,2011,2.46,255999,17.45,5.84,4.75,184.83114444444442,25.73443333333333
514,Panama,2012,1.83,255393,30.29,14.88,12.64,156.37715555555556,25.87823333333333
515,Panama,2013,3.2999999999999994,254790,35.58,18.02,13.18,150.85255555555554,26.073644444444447
516,Panama,2014,3.28,253692,21.27,12.11,11.06,179.01324444444447,26.22855555555556
517,Panama,2015,3.25,252963,21.74,16.18,18.22,139.5369777777778,26.217566666666666
518,Panama,2016,3.23,252360,12.73,10.47,11.23,148.1979111111111,26.510966666666665
519,Paraguay,1991,1.51,565800,1.94,6.01,1.25,80.88974888888889,23.131633333333333
520,Paraguay,1992,1.42,579429,2.02,6.11,1.05,114.31281111111109,22.06878888888889
521,Paraguay,1993,2.43,583137,4.15,2.1,2.52,62.67804444444445,22.49988888888889
522,Paraguay,1994,3.25,558594,3.91,1.97,3.16,79.38263333333333,23.447033333333334
523,Paraguay,1995,3.97,543297,3.72,1.86,2.98,73.48917333333333,22.768077777777773
524,Paraguay,1996,4.87,536577,5.21,1.86,5.21,87.76176666666667,22.259788888888888
525,Paraguay,1997,5.78,567453,5.59,8.19,8.19,91.24717777777776,23.143366666666665
526,Paraguay,1998,4.15,612060,6.97,10.0,7.49,110.58832222222223,22.426577777777773
527,Paraguay,1999,1.67,616962,6.11,8.53,6.91,77.56909777777777,22.66227777777777
528,Paraguay,2000,1.13,509022,5.88,8.33,6.75,81.84017777777778,22.52706666666667
529,Paraguay,2001,3.31,518013,6.91,7.41,6.56,76.29096666666666,23.30112222222223
530,Paraguay,2002,3.5499999999999994,507474,10.56,20.69,15.06,88.73147777777777,23.3221
531,Paraguay,2003,3.82,432882,12.33,28.0,23.96,81.57792222222223,22.964477777777773
532,Paraguay,2004,4.06,461385,14.62,32.78,28.76,68.8105211111111,22.682533333333332
533,Paraguay,2005,4.29,421599,11.77,29.18,22.97,76.30322222222223,22.72507777777778
534,Paraguay,2006,4.5,411879,13.12,31.75,25.85,72.43845555555555,23.12315555555556
535,Paraguay,2007,4.71,873846,20.55,37.44,33.81,81.30141,22.54193333333333
536,Paraguay,2008,4.89,899586,15.32,30.23,27.59,75.67703333333333,22.42218888888889
537,Paraguay,2009,5.06,888315,14.96,29.48,19.6,74.18310000000002,22.65483333333333
538,Paraguay,2010,5.2,910587,20.1,34.68,29.03,88.86539888888888,22.6062
539,Paraguay,2011,5.3,882738,23.91,42.36,33.64,81.55172222222222,22.819133333333333
540,Paraguay,2012,5.28,916131,21.95,34.38,26.28,84.60536666666667,23.142066666666665
541,Paraguay,2013,5.400000000000001,895167,25.26,39.23,30.8,77.31,22.556711111111113
542,Paraguay,2014,3.81,887490,28.33,41.26,36.82,116.80065555555558,23.321844444444448
543,Paraguay,2015,3.82,888168,24.69,39.83,30.06,104.26714444444444,23.44418888888889
544,Paraguay,2016,3.91,889677,25.32,46.96,39.25,87.74072222222222,22.503811111111112
545,Philippines,1991,1.11,207537,30.62,7.85,6.83,168.99444444444444,26.099055555555548
546,Philippines,1992,1.16,207636,36.87,7.43,7.09,159.85021111111112,25.868977777777783
547,Philippines,1993,1.22,200208,41.0,9.86,6.93,153.85373333333334,25.87906666666667
548,Philippines,1994,1.38,205404,41.29,10.85,9.51,200.31757777777776,26.02052222222223
549,Philippines,1995,1.5200000000000002,207030,41.03,13.39,7.37,186.52421111111116,25.91313333333333
550,Philippines,1996,1.61,226296,49.56,14.98,11.15,190.08616666666663,25.7737
551,Philippines,1997,1.6499999999999997,211977,55.46,15.04,11.36,170.76001111111108,25.714588888888887
552,Philippines,1998,1.68,217164,41.62,12.06,10.22,125.61855555555556,26.5581
553,Philippines,1999,1.8,221109,49.09,14.58,12.34,263.444,25.86564444444444
554,Philippines,2000,1.76,212535,50.15,12.75,12.56,220.63877777777782,25.95328888888889
555,Philippines,2001,1.75,209592,52.39,15.35,12.95,234.10833333333335,26.197744444444453
556,Philippines,2002,1.8,209952,46.21,13.43,11.73,202.09937777777782,25.92836666666667
557,Philippines,2003,1.81,206787,58.79,13.29,13.14,219.68506666666667,25.88128888888889
558,Philippines,2004,1.82,203010,63.17,12.98,12.06,190.09573333333336,26.002688888888887
559,Philippines,2005,1.94,218091,55.21,13.93,10.35,185.22082222222218,26.090855555555553
560,Philippines,2006,1.99,212709,47.06,14.76,11.61,190.8151,26.061688888888888
561,Philippines,2007,2.05,215463,50.53,19.94,11.43,179.9034888888889,26.189811111111112
562,Philippines,2008,2.08,208518,38.18,7.54,8.71,262.16133333333335,25.67738888888889
563,Philippines,2009,2.1,199725,40.39,6.15,16.48,239.7735555555555,25.780711111111113
564,Philippines,2010,2.16,195396,55.96,8.72,11.03,170.1054111111111,26.11306666666667
565,Philippines,2011,1.96,187998,48.18,14.03,11.16,259.46674444444443,25.656866666666666
566,Philippines,2012,1.92,185469,43.0,7.36,10.06,250.50322222222226,26.16771111111111
567,Philippines,2013,1.95,176109,48.21,18.41,13.02,205.3813333333333,26.254144444444453
568,Philippines,2014,1.94,173547,54.44,12.44,13.52,187.46651111111112,25.879555555555548
569,Philippines,2015,2.13,176802,48.16,12.0,11.08,177.1423888888889,26.124044444444444
570,Philippines,2016,0.37,138639,57.42,14.4,14.85,167.81463333333338,26.64376666666667
571,Portugal,1991,3.0400000000000005,241095,45.75,24.66,13.3,50.43782444444446,16.241414444444445
572,Portugal,1992,2.01,244422,41.78,23.03,14.8,38.63644555555556,16.063319999999994
573,Portugal,1993,3.0,249870,43.04,24.36,16.02,48.27306666666666,15.586521111111107
574,Portugal,1994,3.25,282060,43.36,24.73,15.92,50.915277777777774,16.028772222222226
575,Portugal,1995,4.07,301512,43.1,24.48,16.55,42.18309111111111,16.514684444444445
576,Portugal,1996,4.56,260088,48.35,27.84,18.32,83.67320555555557,15.881762222222221
577,Portugal,1997,4.92,295947,46.72,25.87,18.53,51.025166666666664,16.67406777777778
578,Portugal,1998,5.739999999999998,357528,52.23,28.31,19.94,56.91076333333332,16.646575555555557
579,Portugal,1999,6.349999999999999,302511,49.46,28.44,19.79,53.308822222222226,16.22654111111111
580,Portugal,2000,6.09,346587,44.5,24.81,16.93,44.79475000000001,16.209574444444446
581,Portugal,2001,6.43,310416,42.73,25.72,17.84,73.83682333333334,16.57049
582,Portugal,2002,7.25,380589,68.05,32.93,28.8,53.226398888888895,15.838717777777779
583,Portugal,2003,7.349999999999999,385386,47.5,38.64,30.79,57.881077777777776,16.881735555555554
584,Portugal,2004,7.57,361956,56.24,53.37,33.47,43.89750555555556,16.481815555555556
585,Portugal,2005,7.96,328965,49.96,37.6,41.25,22.834246666666665,16.36792111111111
586,Portugal,2006,7.919999999999999,363120,44.07,25.79,15.96,52.50203333333334,16.70918111111111
587,Portugal,2007,8.88,342738,60.13,36.21,27.94,53.37669444444444,16.13466777777778
588,Portugal,2008,8.79,301998,54.1,21.17,22.37,62.678931111111105,16.510877777777775
589,Portugal,2009,7.32,357018,50.91,13.83,9.77,44.94442666666666,16.66172777777778
590,Portugal,2010,7.400000000000001,370602,53.85,22.26,15.72,90.3947622222222,16.49376777777778
591,Portugal,2011,7.59,422007,51.43,15.99,13.33,61.591238888888896,16.710384444444443
592,Portugal,2012,6.71,390117,57.58,17.87,15.91,33.445237777777784,16.37262777777778
593,Portugal,2013,5.37,435018,58.71,21.01,21.52,70.66535777777777,16.239504444444446
594,Portugal,2014,6.98,460536,70.37,22.88,20.31,70.31569555555556,16.564861111111117
595,Portugal,2015,5.489999999999998,447600,64.71,25.34,19.01,33.11214222222222,16.539482222222222
596,Portugal,2016,5.61,522138,62.21,29.06,18.59,72.34735111111111,16.563788888888887
597,Qatar,1991,0.09000000000000001,44950,136.36,0.0,0.0,5.743116666666666,27.75921111111111
598,Qatar,1992,0.06999999999999999,44857,107.14,0.0,0.0,5.17597,27.102711111111105
599,Qatar,1993,0.06666666666666668,44828,133.33,0.0,0.0,11.55492111111111,27.976022222222227
600,Qatar,1994,0.06666666666666668,44870,400.0,0.0,0.0,3.9707966666666663,28.72072222222223
601,Qatar,1995,0.09000000000000001,44758,400.0,0.0,0.0,7.187445555555557,28.357111111111113
602,Qatar,1996,0.12666666666666668,45099,73.25,0.0,0.0,11.174703333333332,28.86027777777777
603,Qatar,1997,0.46,44908,72.81,0.0,0.0,9.95126,28.091811111111113
604,Qatar,1998,0.77,45455,62.5,0.0,0.0,7.727464444444443,29.34893333333333
605,Qatar,1999,1.1033333333333333,45882,50.0,0.0,0.0,7.554559999999999,29.846811111111112
