,Zone,Année,rainfall,Temperature
98,Andorra,2011,58.19242222222222,13.453267777777777
99,Andorra,2012,45.04205444444444,12.979206666666665
100,Andorra,2013,74.23285555555555,12.444306666666668
101,Andorra,2014,73.12337777777778,13.655783333333336
102,Andorra,2015,56.60132222222222,13.494286666666666
103,Andorra,2016,54.98446666666667,13.579592222222226
104,Angola,1991,64.93303333333334,21.366644444444443
105,Angola,1992,54.19785777777778,21.564788888888888
106,Angola,1993,69.29225777777779,21.321544444444445
107,Angola,1994,55.321584444444426,21.326222222222224
108,Angola,1995,53.3821,21.84207777777777
109,Angola,1996,62.43495222222222,21.400566666666666
110,Angola,1997,74.79047222222222,21.666144444444445
111,Angola,1998,62.84605444444446,22.37117777777777
112,Angola,1999,64.36775555555555,21.325311111111112
113,Angola,2000,70.63471222222222,21.48735555555556
114,Angola,2001,69.96866222222222,21.83943333333333
115,Angola,2002,71.08486888888888,22.024266666666666
116,Angola,2003,60.99688666666668,22.07468888888889
117,Angola,2004,73.91960111111112,21.63383333333333
118,Angola,2005,60.29889666666668,22.36033333333333
119,Angola,2006,73.08314222222221,21.630122222222226
120,Angola,2007,65.66076,21.66406666666667
121,Angola,2008,69.75673555555558,21.398333333333333
122,Angola,2009,73.73298,21.822411111111112
123,Angola,2010,64.96137,22.122133333333334
124,Angola,2011,66.68139222222221,21.28894444444445
125,Angola,2012,74.56949888888889,21.37454444444445
126,Angola,2013,63.12987555555557,21.52133333333333
127,Angola,2014,71.32040888888888,21.522722222222214
128,Angola,2015,58.91892333333333,21.685588888888887
129,Angola,2016,56.15287666666666,22.04772222222222
130,AntiguaandBarbuda,1991,159.42788888888887,26.235611111111112
131,AntiguaandBarbuda,1992,204.67453333333333,26.04158888888889
132,AntiguaandBarbuda,1993,210.85481111111113,26.1919
133,AntiguaandBarbuda,1994,128.21903333333333,26.134755555555554
134,AntiguaandBarbuda,1995,155.8175,26.262900000000005
135,AntiguaandBarbuda,1996,194.5772333333333,25.91604444444444
136,AntiguaandBarbuda,1997,188.2948111111111,25.93128888888889
137,AntiguaandBarbuda,1998,185.3576888888889,26.52764444444445
138,AntiguaandBarbuda,1999,186.46924444444443,25.953311111111113
139,AntiguaandBarbuda,2000,147.7081888888889,25.770599999999995
140,AntiguaandBarbuda,2001,149.18767777777774,26.150211111111112
141,AntiguaandBarbuda,2002,199.81855555555558,26.239955555555557
142,AntiguaandBarbuda,2003,154.47184444444446,26.14493333333333
143,AntiguaandBarbuda,2004,223.20411111111102,25.83835555555556
144,AntiguaandBarbuda,2005,238.93494444444445,26.308555555555557
145,AntiguaandBarbuda,2006,267.3979444444445,26.060866666666666
146,AntiguaandBarbuda,2007,189.105,26.307844444444445
147,AntiguaandBarbuda,2008,232.33705555555562,25.75542222222223
148,AntiguaandBarbuda,2009,156.86021111111108,26.06118888888889
149,AntiguaandBarbuda,2010,234.58204444444448,26.6854
150,AntiguaandBarbuda,2011,246.3000111111112,26.04752222222222
151,AntiguaandBarbuda,2012,217.84665555555557,26.13563333333333
152,AntiguaandBarbuda,2013,168.71354444444444,26.221788888888888
153,AntiguaandBarbuda,2014,167.79094444444445,26.24998888888889
154,AntiguaandBarbuda,2015,89.79715555555555,26.39048888888889
155,AntiguaandBarbuda,2016,199.15114444444444,26.4421
156,Argentina,1991,46.70725555555554,13.704745555555556
157,Argentina,1992,52.152477777777776,13.162151111111115
158,Argentina,1993,42.116088888888896,13.458328888888886
159,Argentina,1994,43.73483333333333,13.96552
160,Argentina,1995,37.91876666666667,13.092911111111114
161,Argentina,1996,42.06754444444445,13.331575555555553
162,Argentina,1997,45.02932222222222,14.007967777777774
163,Argentina,1998,48.32020000000001,13.392066666666668
164,Argentina,1999,48.0997,13.196903333333333
165,Argentina,2000,53.246188888888895,12.896205555555555
166,Argentina,2001,54.95675555555553,13.51807555555556
167,Argentina,2002,52.623622222222224,13.17609
168,Argentina,2003,42.676988888888886,13.686285555555555
169,Argentina,2004,38.90248888888889,13.749595555555556
170,Argentina,2005,43.50828888888889,13.316135555555556
171,Argentina,2006,38.80712222222222,13.76442111111111
172,Argentina,2007,46.219877777777775,12.684000000000001
173,Argentina,2008,41.12477777777777,13.542714444444444
174,Argentina,2009,33.80325555555555,13.943130000000002
175,Argentina,2010,44.4227888888889,13.28009222222222
176,Argentina,2011,41.13241111111111,13.501425555555556
177,Argentina,2012,41.31559666666666,13.948661111111115
178,Argentina,2013,36.35287777777777,13.56318
179,Argentina,2014,53.46322222222222,13.752865555555555
180,Argentina,2015,46.76245555555556,14.301495555555556
181,Argentina,2016,46.69253333333333,13.397373333333332
182,Armenia,1991,41.528747777777774,8.912656666666667
183,Armenia,1992,48.404055555555566,7.219776666666667
184,Armenia,1993,44.84818888888889,7.883159999999998
185,Armenia,1994,46.81598888888888,9.027374444444442
186,Armenia,1995,44.26058888888889,9.802487777777776
187,Armenia,1996,41.99643333333333,9.273760000000001
188,Armenia,1997,46.50255555555553,8.727144444444445
189,Armenia,1998,42.07264444444445,9.572364444444446
190,Armenia,1999,42.812243333333335,10.233011111111109
191,Armenia,2000,33.49755555555556,9.768655555555558
192,Armenia,2001,39.01071444444445,10.53028222222222
193,Armenia,2002,59.00182888888888,9.373213333333334
194,Armenia,2003,57.740111111111105,8.871293333333334
195,Armenia,2004,53.217811111111104,9.52055
196,Armenia,2005,56.192822222222226,9.254102222222222
197,Armenia,2006,46.74553333333333,10.075228888888887
198,Armenia,2007,57.174608888888905,9.016277777777779
199,Armenia,2008,44.32224444444446,9.305941111111109
200,Armenia,2009,62.43317777777778,8.894184444444445
201,Armenia,2010,60.79375555555556,11.12788222222222
202,Armenia,2011,57.85626666666667,9.626217777777779
203,Armenia,2012,42.93801111111111,9.548323333333334
204,Armenia,2013,47.48364444444446,10.157643333333333
205,Armenia,2014,42.75483222222223,10.576913333333332
206,Armenia,2015,52.36596444444446,10.502686666666667
207,Armenia,2016,58.55356666666666,10.31018
208,Australia,1991,42.2837111111111,21.0553
209,Australia,1992,36.77171111111111,20.76041111111111
210,Australia,1993,40.72122666666667,20.884366666666672
211,Australia,1994,27.975522222222217,20.520844444444442
212,Australia,1995,43.999088888888906,20.587911111111108
213,Australia,1996,38.731,20.976188888888892
214,Australia,1997,44.519088888888895,20.432666666666666
215,Australia,1998,43.9682,21.37041111111111
216,Australia,1999,43.803777777777775,20.964822222222224
217,Australia,2000,54.099511111111106,20.297766666666668
218,Australia,2001,40.68718888888888,20.66071111111111
219,Australia,2002,28.84336666666666,20.872866666666667
220,Australia,2003,38.515211111111114,21.10045555555556
221,Australia,2004,42.67181111111111,20.751955555555554
222,Australia,2005,29.13972888888888,21.43042222222222
223,Australia,2006,43.80448333333334,20.592522222222218
224,Australia,2007,37.931358888888894,21.015622222222227
225,Australia,2008,34.97214888888889,20.662233333333333
226,Australia,2009,40.04477777777778,21.0817
227,Australia,2010,49.525688888888894,20.817788888888884
228,Australia,2011,49.87536666666666,20.305433333333333
229,Australia,2012,42.77129111111112,20.234922222222227
230,Australia,2013,35.7031,21.648711111111112
231,Australia,2014,39.348477777777774,21.17501111111111
232,Australia,2015,37.01223444444444,20.86083333333333
233,Australia,2016,42.51910000000001,21.446566666666673
234,Austria,1991,92.82512222222219,7.718124444444445
235,Austria,1992,83.53028888888888,9.039806666666667
236,Austria,1993,87.47036666666666,8.216483333333333
237,Austria,1994,93.64406666666667,9.403858888888891
238,Austria,1995,114.15799999999999,8.127107777777779
239,Austria,1996,104.0826,6.848154444444443
240,Austria,1997,92.70952222222222,8.20993111111111
241,Austria,1998,98.28054444444444,8.922303333333334
242,Austria,1999,111.88275555555555,8.674806666666667
243,Austria,2000,100.05591111111113,8.96185
244,Austria,2001,107.11932222222224,8.471076666666669
245,Austria,2002,104.00876666666666,9.11778777777778
246,Austria,2003,72.97494444444446,8.757035555555555
247,Austria,2004,102.56411111111113,7.773437777777778
248,Austria,2005,108.2913,7.716144444444446
249,Austria,2006,103.00280000000002,7.835875555555553
250,Austria,2007,110.29438888888888,9.772094444444443
251,Austria,2008,99.39242222222221,8.944273333333337
252,Austria,2009,114.69768888888888,8.803783333333334
253,Austria,2010,108.55848888888892,7.918002222222222
254,Austria,2011,85.69577777777778,9.208654444444443
255,Austria,2012,99.94726666666666,8.905065555555558
256,Austria,2013,108.14090000000002,8.240527777777778
257,Austria,2014,120.85256666666666,9.330122222222222
258,Austria,2015,102.7302222222222,9.371422222222222
259,Austria,2016,131.19956666666664,9.297887777777778
260,Azerbaijan,1991,32.37345555555555,13.450054444444444
261,Azerbaijan,1992,37.17808888888889,12.031974444444444
262,Azerbaijan,1993,36.63896666666667,12.580351111111106
263,Azerbaijan,1994,36.63939,13.27207777777778
264,Azerbaijan,1995,33.117877777777764,14.488232222222226
265,Azerbaijan,1996,32.93603333333333,13.64107888888889
266,Azerbaijan,1997,39.82413333333333,13.41162
267,Azerbaijan,1998,30.7852,14.267571111111113
268,Azerbaijan,1999,34.929942222222216,14.72877222222222
269,Azerbaijan,2000,28.127060000000004,14.585731111111109
270,Azerbaijan,2001,27.926694444444447,14.976130000000005
271,Azerbaijan,2002,44.221511111111106,14.229905555555556
272,Azerbaijan,2003,44.509755555555564,13.308777777777774
273,Azerbaijan,2004,44.67218888888888,14.40964
274,Azerbaijan,2005,39.41497777777778,14.034470000000002
275,Azerbaijan,2006,36.625565555555546,14.511278888888887
276,Azerbaijan,2007,32.86885888888889,13.994151111111114
277,Azerbaijan,2008,34.042811111111114,13.963025555555555
278,Azerbaijan,2009,41.12284444444444,13.673791111111115
279,Azerbaijan,2010,47.79288888888888,15.338823333333332
280,Azerbaijan,2011,38.84241111111111,14.172795555555556
281,Azerbaijan,2012,33.03847888888889,14.257525555555553
282,Azerbaijan,2013,35.31761111111111,14.938008888888891
283,Azerbaijan,2014,28.22612333333333,15.070263333333335
284,Azerbaijan,2015,37.78228333333333,15.087865555555556
285,Azerbaijan,2016,38.53655555555555,14.959687777777779
286,Bahamas,1991,116.15761111111112,25.9857
287,Bahamas,1992,101.42647777777776,25.13671111111111
288,Bahamas,1993,125.56244444444445,25.353744444444448
289,Bahamas,1994,111.89322222222222,25.93146666666667
290,Bahamas,1995,156.06978888888887,25.615977777777783
291,Bahamas,1996,124.25014444444444,25.129422222222228
292,Bahamas,1997,131.89563333333334,25.800177777777783
293,Bahamas,1998,114.78828888888887,25.734844444444448
294,Bahamas,1999,91.57402222222223,25.41854444444445
295,Bahamas,2000,110.96531111111109,25.490566666666666
296,Bahamas,2001,133.17428888888892,25.33971111111111
297,Bahamas,2002,133.57954444444445,25.841911111111113
298,Bahamas,2003,109.8304777777778,25.839533333333332
299,Bahamas,2004,103.32323333333336,25.52463333333333
300,Bahamas,2005,122.84553333333336,25.54222222222223
301,Bahamas,2006,108.60697777777777,25.390322222222228
302,Bahamas,2007,143.91345555555554,25.650544444444453
303,Bahamas,2008,115.10592222222219,25.753977777777774
304,Bahamas,2009,114.05066666666669,25.405322222222228
305,Bahamas,2010,121.6805888888889,25.29946666666667
306,Bahamas,2011,103.32684444444445,25.8545
307,Bahamas,2012,145.35834444444447,25.651855555555557
308,Bahamas,2013,116.81386666666668,25.541722222222226
309,Bahamas,2014,136.1362111111111,26.022277777777767
310,Bahamas,2015,106.3095222222222,26.308711111111112
311,Bahamas,2016,130.42512222222223,26.01427777777778
312,Bahrain,1991,7.5333788888888895,27.82628888888889
313,Bahrain,1992,5.702111111111113,27.15491111111111
314,Bahrain,1993,12.129024444444445,28.041977777777767
315,Bahrain,1994,3.569355555555556,28.80117777777777
316,Bahrain,1995,6.883225555555557,28.43372222222222
317,Bahrain,1996,12.391608888888891,28.938866666666666
318,Bahrain,1997,9.708228888888891,28.155911111111113
319,Bahrain,1998,10.263557777777779,29.42428888888889
320,Bahrain,1999,9.463212222222221,29.917222222222218
321,Bahrain,2000,1.980495555555556,29.33287777777777
322,Bahrain,2001,2.841273333333333,29.213066666666666
323,Bahrain,2002,5.141766666666667,29.25436666666667
324,Bahrain,2003,5.544693333333335,29.3058
325,Bahrain,2004,4.211945555555556,29.21658888888889
326,Bahrain,2005,7.820182222222222,28.727455555555554
327,Bahrain,2006,4.774026666666668,29.58083333333333
328,Bahrain,2007,5.059234444444447,29.36124444444444
329,Bahrain,2008,4.071960000000002,29.38057777777778
330,Bahrain,2009,3.5826722222222225,29.492666666666665
331,Bahrain,2010,2.2683866666666663,30.23073333333333
332,Bahrain,2011,5.736481111111113,29.772055555555553
333,Bahrain,2012,1.229992222222222,29.39323333333333
334,Bahrain,2013,2.5616022222222217,29.35002222222223
335,Bahrain,2014,7.178592222222222,29.57643333333333
336,Bahrain,2015,1.77411,29.97681111111111
337,Bahrain,2016,1.8146411111111116,29.973644444444453
338,Bangladesh,1991,264.39002222222217,25.699255555555553
339,Bangladesh,1992,182.27524444444444,25.480277777777772
340,Bangladesh,1993,278.1740533333334,25.2357
341,Bangladesh,1994,190.99293333333333,25.808311111111113
342,Bangladesh,1995,243.1409633333334,26.08182222222222
343,Bangladesh,1996,217.89256444444442,26.008288888888888
344,Bangladesh,1997,244.35047222222227,25.4661
345,Bangladesh,1998,260.0955222222222,25.9452
346,Bangladesh,1999,256.8483788888889,26.392022222222227
347,Bangladesh,2000,248.78365555555558,25.3825
348,Bangladesh,2001,219.50480777777776,26.19508888888889
349,Bangladesh,2002,257.62285,25.98155555555556
350,Bangladesh,2003,226.95693222222218,25.95763333333333
351,Bangladesh,2004,202.46334222222217,26.15373333333333
352,Bangladesh,2005,185.9098733333333,26.33663333333334
353,Bangladesh,2006,215.61890111111111,26.640933333333336
354,Bangladesh,2007,314.45344,26.162044444444447
355,Bangladesh,2008,221.6564666666667,26.0267
356,Bangladesh,2009,205.7226933333333,26.924966666666666
357,Bangladesh,2010,234.93788333333336,26.720766666666666
358,Bangladesh,2011,302.76279777777773,26.01474444444445
359,Bangladesh,2012,213.7579488888889,25.656922222222217
360,Bangladesh,2013,211.74795777777774,25.729888888888887
361,Bangladesh,2014,207.26706666666664,25.635366666666666
362,Bangladesh,2015,272.42413999999997,25.54136666666666
363,Bangladesh,2016,213.20505444444447,26.008144444444447
364,Barbados,1991,141.96838888888888,26.66827777777777
365,Barbados,1992,232.72207777777783,26.32004444444444
366,Barbados,1993,177.36592222222217,26.594033333333336
367,Barbados,1994,150.49227777777782,26.42383333333333
368,Barbados,1995,191.13674444444442,26.68291111111111
369,Barbados,1996,181.64232222222225,26.43846666666667
370,Barbados,1997,150.10676666666666,26.434955555555558
371,Barbados,1998,211.69981111111113,27.120322222222217
372,Barbados,1999,150.70822222222222,26.5718
373,Barbados,2000,155.58944444444444,26.312722222222234
374,Barbados,2001,133.6655777777778,26.53874444444445
375,Barbados,2002,155.0752,26.63467777777777
376,Barbados,2003,116.42002222222222,26.78671111111111
377,Barbados,2004,225.9267,26.575333333333337
378,Barbados,2005,195.2461111111111,27.015988888888888
379,Barbados,2006,156.3813555555556,26.84577777777778
380,Barbados,2007,169.88338888888887,26.77532222222223
381,Barbados,2008,168.81292222222226,26.36447777777777
382,Barbados,2009,171.0120111111111,26.694022222222213
383,Barbados,2010,248.20743777777776,27.32384444444445
384,Barbados,2011,258.3313333333333,26.868011111111112
385,Barbados,2012,205.3329777777778,26.534677777777773
386,Barbados,2013,177.51252222222217,26.742
387,Barbados,2014,140.69156666666672,26.686711111111112
388,Barbados,2015,108.58918888888891,26.938466666666667
389,Barbados,2016,167.05883333333338,27.049588888888888
390,Belarus,1991,48.51569999999999,8.669908888888889
391,Belarus,1992,42.801077777777785,9.63837
392,Belarus,1993,58.38716666666667,8.356817777777778
393,Belarus,1994,51.76866666666667,8.956435555555556
394,Belarus,1995,55.981444444444456,9.603561111111112
395,Belarus,1996,48.773377777777775,7.060008888888889
396,Belarus,1997,54.27644444444444,8.466818888888888
397,Belarus,1998,69.7483888888889,9.340764444444442
398,Belarus,1999,48.709177777777775,9.889453333333334
399,Belarus,2000,56.09213333333334,9.317334444444443
400,Belarus,2001,57.975555555555545,9.389503333333334
401,Belarus,2002,41.134188888888886,10.787087777777776
402,Belarus,2003,48.69465555555556,8.347823333333332
403,Belarus,2004,58.59922222222222,8.440502222222221
404,Belarus,2005,55.75893333333333,8.601528888888888
405,Belarus,2006,54.36628444444445,7.967761111111111
406,Belarus,2007,55.00224444444446,10.075121111111109
407,Belarus,2008,60.71897777777777,9.807002222222222
408,Belarus,2009,63.60859,9.128365555555558
409,Belarus,2010,60.86706666666666,9.086845555555557
410,Belarus,2011,52.2966888888889,9.14047111111111
411,Belarus,2012,63.11487777777778,8.818127777777779
412,Belarus,2013,58.813322222222226,8.901114444444444
413,Belarus,2014,52.79583333333333,10.057338888888891
414,Belarus,2015,43.65545555555556,10.418966666666666
415,Belarus,2016,54.51543333333333,10.103847777777778
416,Belgium,1991,56.36311111111112,10.839575555555555
417,Belgium,1992,67.4737111111111,11.825954444444443
418,Belgium,1993,66.59394777777779,11.277000000000005
419,Belgium,1994,73.74225555555556,11.75011111111111
420,Belgium,1995,76.10463333333333,11.924626666666665
421,Belgium,1996,45.24948,9.943527777777778
422,Belgium,1997,58.39295555555556,11.569564444444444
423,Belgium,1998,74.12833333333333,11.857187777777776
424,Belgium,1999,73.62978888888887,12.329552222222226
425,Belgium,2000,77.57345555555554,11.976972222222226
426,Belgium,2001,91.3973,11.468356666666667
427,Belgium,2002,75.2571888888889,12.122598888888886
428,Belgium,2003,54.012077777777776,12.209554444444445
429,Belgium,2004,72.68745555555556,11.646434444444445
430,Belgium,2005,69.63667777777778,11.704458888888887
431,Belgium,2006,68.42217777777779,11.521805555555556
432,Belgium,2007,83.78453888888889,12.60029111111111
433,Belgium,2008,78.59401111111113,12.010031111111115
434,Belgium,2009,58.594155555555545,11.661343333333335
435,Belgium,2010,68.21956666666667,10.760885555555555
436,Belgium,2011,60.05442222222222,12.1677
437,Belgium,2012,70.03297777777779,11.445365555555556
438,Belgium,2013,61.882988888888896,10.546542222222222
439,Belgium,2014,71.45326666666666,12.737408888888886
440,Belgium,2015,67.9701,11.641054444444444
441,Belgium,2016,80.35380000000002,12.050817777777775
442,Belize,1991,145.08563333333333,25.97382222222223
443,Belize,1992,158.37436666666662,25.59275555555556
444,Belize,1993,195.2995,25.506477777777782
445,Belize,1994,162.22042222222225,25.804722222222228
446,Belize,1995,178.9512555555556,25.77464444444444
447,Belize,1996,148.58768888888892,25.40133333333333
448,Belize,1997,163.71315555555555,26.048800000000004
449,Belize,1998,149.09513444444445,26.031355555555553
450,Belize,1999,167.19146666666666,25.40943333333333
451,Belize,2000,159.03275555555558,25.481722222222228
452,Belize,2001,167.18164444444446,25.998866666666668
453,Belize,2002,151.49945888888888,26.107344444444447
454,Belize,2003,126.31331111111109,26.3631
455,Belize,2004,148.62358888888892,26.071255555555553
456,Belize,2005,170.04678888888893,26.288377777777768
457,Belize,2006,220.22964444444452,26.01531111111111
458,Belize,2007,167.10371111111112,26.19607777777778
459,Belize,2008,176.50104444444443,26.24136666666667
460,Belize,2009,137.63322222222223,26.253766666666664
461,Belize,2010,214.1132888888889,26.058555555555554
462,Belize,2011,174.51582222222225,26.45341111111112
463,Belize,2012,180.0235888888889,26.315944444444447
464,Belize,2013,227.33331111111116,26.156066666666664
465,Belize,2014,156.28525555555558,26.19086666666667
466,Belize,2015,128.84117777777777,26.44567777777777
467,Belize,2016,163.55531111111108,26.5844
468,Benin,1991,124.0020977777778,27.731088888888888
469,Benin,1992,98.66615,27.43406666666667
470,Benin,1993,98.25792888888887,27.58436666666667
471,Benin,1994,105.63015888888891,27.66481111111112
472,Benin,1995,113.38522111111112,27.728622222222228
473,Benin,1996,109.09288444444445,27.910955555555557
474,Benin,1997,99.80571666666668,27.64466666666667
475,Benin,1998,113.10411666666668,28.310977777777783
476,Benin,1999,113.83161666666668,27.8318
477,Benin,2000,95.68466444444445,27.90923333333333
478,Benin,2001,88.95488333333334,27.92587777777777
479,Benin,2002,101.38946,28.135377777777773
480,Benin,2003,122.22495666666666,28.18691111111111
481,Benin,2004,107.82532555555555,27.923566666666666
482,Benin,2005,100.72505,28.36512222222222
483,Benin,2006,97.49366777777777,28.426677777777783
484,Benin,2007,116.68109111111113,28.09438888888889
485,Benin,2008,121.99470333333332,27.83378888888889
486,Benin,2009,106.5450622222222,28.349355555555558
487,Benin,2010,112.67314111111112,28.61042222222223
488,Benin,2011,87.89267888888891,28.364866666666664
489,Benin,2012,103.40805111111109,27.913477777777782
490,Benin,2013,93.82226999999999,28.2604
491,Benin,2014,104.15700333333334,28.369211111111113
492,Benin,2015,87.69964666666668,28.498577777777786
493,Benin,2016,97.44464111111112,28.438455555555553
494,Bhutan,1991,223.18418888888888,12.646647777777774
495,Bhutan,1992,186.29515666666668,12.423065555555556
496,Bhutan,1993,209.3626,12.54822
497,Bhutan,1994,170.01308888888892,13.089783333333335
498,Bhutan,1995,209.02505777777776,13.10221888888889
499,Bhutan,1996,187.76591777777782,12.859974444444445
500,Bhutan,1997,206.44097,12.277685555555555
501,Bhutan,1998,215.9876611111111,13.194114444444445
502,Bhutan,1999,223.40190444444445,13.61403
503,Bhutan,2000,224.16232888888888,12.484073333333335
504,Bhutan,2001,218.86895444444443,13.299863333333333
505,Bhutan,2002,196.68338777777774,12.983303333333335
506,Bhutan,2003,217.19722222222217,12.928773333333332
507,Bhutan,2004,190.59908555555558,13.233038888888887
508,Bhutan,2005,164.21737777777776,13.408274444444444
509,Bhutan,2006,187.52589222222218,13.921836666666666
510,Bhutan,2007,226.78563111111114,13.546174444444445
511,Bhutan,2008,213.50958222222226,13.261805555555556
512,Bhutan,2009,158.48786333333337,14.06107111111111
513,Bhutan,2010,216.75027555555562,13.963151111111115
514,Bhutan,2011,218.66769222222226,13.131806666666668
515,Bhutan,2012,191.6717688888889,13.045761111111108
516,Bhutan,2013,194.01601333333332,13.235631111111115
517,Bhutan,2014,197.1430344444444,13.150592222222222
518,Bhutan,2015,186.9651333333333,12.957415555555556
519,Bhutan,2016,193.42649222222227,13.273905555555556
520,Bolivia,1991,89.90156777777777,20.684655555555555
521,Bolivia,1992,87.30481111111112,20.269366666666667
522,Bolivia,1993,79.91864444444444,20.43224444444445
523,Bolivia,1994,72.94542222222222,21.011944444444445
524,Bolivia,1995,53.59414444444444,20.623877777777782
525,Bolivia,1996,76.08452555555556,20.132122222222225
526,Bolivia,1997,89.92796111111109,20.562111111111115
527,Bolivia,1998,67.41990555555556,20.8455
528,Bolivia,1999,83.02824666666667,20.154511111111113
529,Bolivia,2000,84.66517777777777,20.19625555555556
530,Bolivia,2001,88.66878888888891,20.1644
531,Bolivia,2002,85.78454444444444,20.297733333333333
532,Bolivia,2003,85.71101111111109,20.006600000000006
533,Bolivia,2004,84.95708888888889,20.286922222222227
